Sn,movie_title,director_name,genres,imdb_score,budget
3080,E.T. the Extra-Terrestrial,Steven Spielberg,Family|Sci-Fi,7.9,10500000
3081,In the Land of Women,Jon Kasdan,Comedy|Drama|Romance,6.5,10000000
3083,There Goes My Baby,Floyd Mutrux,Comedy|Drama,6.4,10500000
3086,September Dawn,Christopher Cain,Drama|History|Romance|Western,5.8,11000000
3087,For Greater Glory: The True Story of Cristiada,Dean Wright,Drama|History|War,6.6,10818775
3089,Good Will Hunting,Gus Van Sant,Drama,8.3,10000000
3091,Saw III,Darren Lynn Bousman,Horror|Mystery,6.2,10000000
3092,Stripes,Ivan Reitman,Action|Comedy|War,6.9,10000000
3093,Bring It On,Peyton Reed,Comedy|Sport,5.9,10000000
3094,The Purge: Election Year,James DeMonaco,Action|Horror|Sci-Fi|Thriller,6.1,10000000
3095,She's All That,Robert Iscove,Comedy|Romance,5.8,10000000
3096,Precious,Lee Daniels,Drama,7.3,10000000
3097,Saw IV,Darren Lynn Bousman,Horror|Mystery,5.9,10000000
3098,White Noise,Geoffrey Sax,Drama|Horror|Mystery|Thriller,5.5,10000000
3099,Madea's Family Reunion,Tyler Perry,Comedy|Drama|Romance,5,6000000
3100,The Color of Money,Martin Scorsese,Drama|Sport,7,13800000
3102,The Mighty Ducks,Stephen Herek,Comedy|Drama|Family|Sport,6.4,10000000
3103,The Grudge,Takashi Shimizu,Horror|Mystery|Thriller,5.9,10000000
3104,Happy Gilmore,Dennis Dugan,Comedy|Sport,7,12000000
3105,Jeepers Creepers,Victor Salva,Horror|Mystery,6.1,10000000
3106,Bill & Ted's Excellent Adventure,Stephen Herek,Adventure|Comedy|Music|Sci-Fi,6.9,10000000
3107,Oliver!,Carol Reed,Drama|Family|Musical,7.5,10000000
3108,The Best Exotic Marigold Hotel,John Madden,Comedy|Drama,7.3,10000000
3109,Recess: School's Out,Chuck Sheetz,Animation|Comedy|Family|Mystery|Sci-Fi,6.5,23000000
3110,Mad Max Beyond Thunderdome,George Miller,Action|Adventure|Sci-Fi|Thriller,6.2,12305523
3112,The Boy,William Brent Bell,Horror|Mystery|Thriller,6,10000000
3113,Devil,John Erick Dowdle,Horror|Mystery|Thriller,6.3,10000000
3114,Friday After Next,Marcus Raboy,Comedy|Drama,5.8,20000000
3115,Insidious: Chapter 3,Leigh Whannell,Fantasy|Horror|Thriller,6.1,10000000
3116,The Last Dragon,Michael Schultz,Action|Comedy|Drama|Music,6.9,10000000
3117,Snatch,Guy Ritchie,Comedy|Crime,8.3,6000000
3118,The Lawnmower Man,Brett Leonard,Horror|Sci-Fi,5.4,10000000
3119,Nick and Norah's Infinite Playlist,Peter Sollett,Comedy|Drama|Music|Romance,6.7,9000000
3120,Dogma,Kevin Smith,Adventure|Comedy|Drama|Fantasy,7.4,10000000
3121,The Banger Sisters,Bob Dolman,Comedy|Drama,5.6,10000000
3122,Twilight Zone: The Movie,Joe Dante,Fantasy|Horror|Sci-Fi,6.5,10000000
3123,Road House,Rowdy Herrington,Action|Thriller,6.5,17000000
3124,A Low Down Dirty Shame,Keenen Ivory Wayans,Action|Comedy|Crime,5.8,10000000
3125,Swimfan,John Polson,Drama|Thriller,5,8500000
3126,Employee of the Month,Greg Coolidge,Comedy|Romance,5.5,12000000
3127,Can't Hardly Wait,Harry Elfont,Comedy|Romance,6.5,10000000
3128,The Outsiders,Francis Ford Coppola,Crime|Drama,7.2,10000000
3131,Sinister 2,Ciarán Foy,Horror|Mystery|Thriller,5.2,10000000
3132,Sparkle,Salim Akil,Drama|Music,5.7,17000000
3133,Valentine,Jamie Blanks,Horror|Mystery|Thriller,4.7,10000000
3134,The Fourth Kind,Olatunde Osunsanmi,Mystery|Sci-Fi|Thriller,5.9,10000000
3135,A Prairie Home Companion,Robert Altman,Comedy|Drama|Music,6.8,10000000
3136,Sugar Hill,Leon Ichaso,Drama|Thriller,5.9,10000000
3139,Rushmore,Wes Anderson,Comedy|Drama,7.7,9000000
3140,Skyline,Colin Strause,Action|Sci-Fi|Thriller,4.4,10000000
3141,The Second Best Exotic Marigold Hotel,John Madden,Comedy|Drama,6.6,10000000
3142,Kit Kittredge: An American Girl,Patricia Rozema,Drama|Family,6.7,10000000
3143,The Perfect Man,Mark Rosman,Comedy|Family|Romance,5.5,25000000
3144,Mo' Better Blues,Spike Lee,Drama|Music|Romance,6.5,10000000
3145,Kung Pow: Enter the Fist,Steve Oedekerk,Action|Comedy,6.2,10000000
3146,Tremors,Ron Underwood,Comedy|Horror|Sci-Fi,7.1,11000000
3147,Wrong Turn,Rob Schmidt,Horror|Thriller,6.1,12600000
3149,The Corruptor,James Foley,Action|Crime|Drama|Mystery|Thriller,6,30000000
3150,Mud,Jeff Nichols,Drama,7.4,10000000
3151,Reno 911!: Miami,Robert Ben Garant,Comedy|Crime,5.9,10000000
3152,One Direction: This Is Us,Morgan Spurlock,Documentary|Music,4.1,10000000
3154,Hey Arnold! The Movie,Tuck Tucker,Adventure|Animation|Comedy|Family,5.9,3000000
3155,My Week with Marilyn,Simon Curtis,Biography|Drama,7,6400000
3156,The Matador,Richard Shepard,Comedy|Crime|Drama|Thriller,6.8,10000000
3157,Love Jones,Theodore Witcher,Drama|Romance,7.4,10000000
3158,The Gift,Joel Edgerton,Mystery|Thriller,7.1,5000000
3159,End of the Spear,Jim Hanon,Adventure|Drama,7,10000000
3160,Get Over It,Tommy O'Haver,Comedy|Romance,5.8,22000000
3161,Office Space,Mike Judge,Comedy,7.8,10000000
3162,Drop Dead Gorgeous,Michael Patrick Jann,Comedy|Romance|Thriller,6.5,10000000
3163,Big Eyes,Tim Burton,Biography|Crime|Drama|Romance,7,10000000
3164,Very Bad Things,Peter Berg,Comedy|Crime|Thriller,6.3,10000000
3165,Sleepover,Joe Nussbaum,Comedy|Romance,5.3,10000000
3167,MacGruber,Jorma Taccone,Action|Comedy|Romance,5.5,10000000
3168,Dirty Pretty Things,Stephen Frears,Crime|Drama|Thriller,7.4,10000000
3169,Movie 43,Elizabeth Banks,Comedy,4.3,6000000
3170,The Tourist,Florian Henckel von Donnersmarck,Action|Romance|Thriller,6,100000000
3171,Over Her Dead Body,Jeff Lowell,Comedy|Fantasy|Romance,5.2,10000000
3172,Seeking a Friend for the End of the World,Lorene Scafaria,Adventure|Comedy|Drama|Romance|Sci-Fi,6.7,10000000
3175,American History X,Tony Kaye,Crime|Drama,8.6,7500000
3176,The Collection,Marcus Dunstan,Action|Horror|Thriller,6.1,10000000
3177,Teacher's Pet,Timothy Björklund,Animation|Comedy|Family|Fantasy|Musical,5.8,10000000
3178,The Red Violin,François Girard,Drama|Music|Mystery|Romance,7.7,10000000
3179,The Straight Story,David Lynch,Biography|Drama,8,10000000
3180,Deuces Wild,Scott Kalvert,Action|Crime|Drama,5.6,10000000
3181,Bad Words,Jason Bateman,Comedy|Drama,6.7,10000000
3184,Black or White,Mike Binder,Drama,6.6,9000000
3185,On the Line,Eric Bross,Comedy|Family|Romance,4.1,16000000
3186,Rescue Dawn,Werner Herzog,Adventure|Biography|Drama|War,7.3,10000000
3187,Danny Collins,Dan Fogelman,Comedy|Drama|Music,7.1,10000000
3188,"Jeff, Who Lives at Home",Jay Duplass,Comedy|Drama,6.5,10000000
3189,I Am Love,Luca Guadagnino,Drama|Romance,7,10000000
3190,Atlas Shrugged II: The Strike,John Putch,Drama|Mystery|Sci-Fi,5.5,10000000
3191,Romeo Is Bleeding,Peter Medak,Action|Crime|Drama|Thriller,6.6,11500000
3192,The Limey,Steven Soderbergh,Crime|Drama|Mystery|Thriller,7.1,9000000
3193,Crash,Paul Haggis,Crime|Drama|Thriller,7.9,6500000
3194,The House of Mirth,Terence Davies,Drama|Romance,7.1,10000000
3195,Malone,Harley Cokeliss,Action|Drama|Thriller,5.6,10000000
3196,Peaceful Warrior,Victor Salva,Drama|Romance|Sport,7.3,10000000
3197,Bucky Larson: Born to Be a Star,Tom Brady,Comedy,3.3,10000000
3198,Bamboozled,Spike Lee,Comedy|Drama|Music,6.5,10000000
3199,The Forest,Jason Zada,Horror|Mystery|Thriller,4.8,10000000
3200,Sphinx,Franklin J. Schaffner,Adventure|Mystery|Thriller,5.2,14000000
3201,While We're Young,Noah Baumbach,Comedy|Drama,6.3,10000000
3202,A Better Life,Chris Weitz,Drama|Romance,7.2,10000000
3203,Spider,David Cronenberg,Drama|Mystery|Thriller,6.8,8000000
3204,Gun Shy,Eric Blakeney,Comedy|Crime|Romance,5.7,10000000
3205,Nicholas Nickleby,Douglas McGrath,Drama|Romance,7.2,10000000
3206,The Iceman,Ariel Vromen,Biography|Crime|Drama,6.9,10000000
3209,Cecil B. DeMented,John Waters,Comedy|Crime|Thriller,6.2,10000000
3210,Killer Joe,William Friedkin,Crime|Drama|Romance|Thriller,6.7,11000000
3211,The Joneses,Derrick Borte,Comedy|Drama,6.5,5000000
3212,Owning Mahowny,Richard Kwietniowski,Crime|Drama|Thriller,7.2,10000000
3213,The Brothers Solomon,Bob Odenkirk,Comedy,5.3,10000000
3214,My Blueberry Nights,Kar-Wai Wong,Drama|Romance,6.7,10000000
3216,Swept Away,Guy Ritchie,Comedy|Romance,3.6,10000000
3217,"War, Inc.",Joshua Seftel,Action|Comedy|Thriller,5.7,10000000
3218,Shaolin Soccer,Stephen Chow,Action|Comedy|Sport,7.3,10000000
3219,The Brown Bunny,Vincent Gallo,Drama,5,10000000
3220,The Swindle,Claude Chabrol,Comedy|Crime|Thriller,6.6,60000000
3221,Rosewater,Jon Stewart,Biography|Drama,6.6,5000000
3224,Imaginary Heroes,Dan Harris,Comedy|Drama,7.3,4000000
3225,High Heels and Low Lifes,Mel Smith,Action|Comedy|Drama,6.2,10000000
3227,Severance,Christopher Smith,Comedy|Horror|Thriller,6.6,5000000
3228,Edmond,Stuart Gordon,Drama|Thriller,6.3,10000000
3230,Police Academy: Mission to Moscow,Alan Metter,Comedy|Crime,3.3,6200000
3232,"Cinco de Mayo, La Batalla",Rafa Lara,Drama|History|War,6.2,10000000
3234,An Alan Smithee Film: Burn Hollywood Burn,Arthur Hiller,Comedy,3.5,10000000
3235,The Open Road,Michael Meredith,Comedy|Drama,5.5,10000000
3236,The Good Guy,Julio DePietro,Comedy|Romance,5.9,8000000
3237,Motherhood,Katherine Dieckmann,Comedy|Drama,4.7,5000000
3241,Blonde Ambition,Scott Marshall,Comedy|Romance,3.9,10000000
3242,The Oxford Murders,Álex de la Iglesia,Crime|Mystery|Thriller,6.1,10000000
3244,Eulogy,Michael Clancy,Comedy|Drama,6.7,6500000
3250,Of Horses and Men,Benedikt Erlingsson,Comedy|Drama|Romance,6.9,10000000
3255,"The Good, the Bad, the Weird",Jee-woon Kim,Action|Adventure|Comedy|Western,7.3,10000000
3259,The Lost City,Andy Garcia,Drama|Romance,6.7,9600000
3260,Next Friday,Steve Carr,Comedy,6.1,9500000
3262,You Only Live Twice,Lewis Gilbert,Action|Adventure|Thriller,6.9,9500000
3264,Amour,Michael Haneke,Drama|Romance,7.9,8900000
3265,Poltergeist III,Gary Sherman,Horror|Thriller,4.5,10500000
3267,"It's a Mad, Mad, Mad, Mad World",Stanley Kramer,Action|Adventure|Comedy|Crime,7.6,9400000
3271,Richard III,Richard Loncraine,Drama|War,7.5,6000000
3273,Kites,Anurag Basu,Action|Drama|Romance|Thriller,6,600000000
3274,Melancholia,Lars von Trier,Drama|Sci-Fi,7.1,7400000
3276,Jab Tak Hai Jaan,Yash Chopra,Drama|Romance,6.9,7217600
3277,Alien,Ridley Scott,Horror|Sci-Fi,8.5,11000000
3278,The Texas Chain Saw Massacre,Tobe Hooper,Horror|Thriller,7.5,83532
3279,The Runaways,Floria Sigismondi,Biography|Drama|Music,6.6,10000000
3280,Fiddler on the Roof,Norman Jewison,Drama|Family|Musical|Romance,8,9000000
3281,Thunderball,Terence Young,Action|Adventure|Thriller,7,9000000
3284,Set It Off,F. Gary Gray,Action|Crime|Drama|Romance|Thriller,6.8,9000000
3285,The Best Man,Malcolm D. Lee,Comedy|Drama,6.7,9000000
3286,Child's Play,Tom Holland,Fantasy|Horror,6.5,9000000
3287,Sicko,Michael Moore,Documentary|Drama,8,9000000
3288,The Purge: Anarchy,James DeMonaco,Action|Horror|Sci-Fi|Thriller,6.5,9000000
3289,Down to You,Kris Isacsson,Comedy|Drama|Romance,4.9,9000000
3290,Harold & Kumar Go to White Castle,Danny Leiner,Adventure|Comedy,7.1,9000000
3291,The Contender,Rod Lurie,Drama|Thriller,7,20000000
3292,Boiler Room,Ben Younger,Crime|Drama|Thriller,7,8000000
3294,Black Christmas,Glen Morgan,Horror,4.5,9000000
3296,Henry V,Kenneth Branagh,Action|Biography|Drama|History|Romance|War,7.7,9000000
3299,The Way of the Gun,Christopher McQuarrie,Action|Crime|Drama|Thriller,6.7,8500000
3300,Igby Goes Down,Burr Steers,Comedy|Drama,7,9000000
3301,PCU,Hart Bochner,Comedy,6.5,8000000
3305,Gracie,Davis Guggenheim,Biography|Drama|Sport,6.2,9000000
3306,Trust the Man,Bart Freundlich,Comedy|Drama|Romance,5.7,9000000
3307,Hamlet 2,Andrew Fleming,Comedy|Music,6.4,9000000
3310,Glee: The 3D Concert Movie,Kevin Tancharoen,Documentary|Music,5.4,9000000
3311,The Legend of Suriyothai,Chatrichalerm Yukol,Action|Adventure|Drama|History|War,6.6,400000000
3312,Two Evil Eyes,Dario Argento,Horror,6.1,9000000
3314,All or Nothing,Mike Leigh,Drama,7.6,9000000
3315,Princess Kaiulani,Marc Forby,Drama,6.2,9000000
3316,Opal Dream,Peter Cattaneo,Drama|Family,6.6,11400000
3318,Flame and Citron,Ole Christian Madsen,Drama|History|Thriller|War,7.3,45000000
3319,Undiscovered,Meiert Avis,Comedy|Music|Romance,4.2,9000000
3323,Crocodile Dundee,Peter Faiman,Adventure|Comedy,6.5,8800000
3328,Awake,Joby Harold,Crime|Mystery|Thriller,6.5,8600000
3330,Skin Trade,Ekachai Uekrongtham,Action|Crime|Thriller,5.7,9000000
3332,Crazy Heart,Scott Cooper,Drama|Music|Romance,7.3,7000000
3333,The Rose,Mark Rydell,Drama|Music|Romance,6.9,8500000
3334,Baggage Claim,David E. Talbert,Comedy,5,8500000
3337,Election,Alexander Payne,Comedy|Drama,7.3,8000000
3339,The DUFF,Ari Sandel,Comedy,6.5,8500000
3340,Glitter,Vondie Curtis-Hall,Drama|Music|Romance,2.1,22000000
3343,Bright Star,Jane Campion,Biography|Drama|Romance,7,8500000
3344,My Name Is Khan,Karan Johar,Adventure|Drama|Thriller,8,12000000
3345,Footloose,Herbert Ross,Drama|Music|Romance,6.5,8200000
3346,All Is Lost,J.C. Chandor,Action|Adventure|Drama,6.9,9000000
3347,Limbo,John Sayles,Adventure|Drama|Thriller,7.1,8000000
3351,The Karate Kid,John G. Avildsen,Action|Drama|Family|Sport,7.2,8000000
3353,Repo! The Genetic Opera,Darren Lynn Bousman,Horror|Musical|Sci-Fi,6.7,8500000
3355,Pulp Fiction,Quentin Tarantino,Crime|Drama,8.9,8000000
3357,Nightcrawler,Dan Gilroy,Crime|Drama|Thriller,7.9,8500000
3358,Club Dread,Jay Chandrasekhar,Comedy|Horror|Thriller,5.6,8550000
3359,The Sound of Music,Robert Wise,Biography|Drama|Family|Musical|Romance,8,8200000
3360,Splash,Ron Howard,Comedy|Fantasy|Romance,6.2,8000000
3361,Little Miss Sunshine,Jonathan Dayton,Comedy|Drama,7.9,8000000
3362,Stand by Me,Rob Reiner,Adventure|Drama,8.1,8000000
3363,28 Days Later...,Danny Boyle,Drama|Horror|Sci-Fi|Thriller,7.6,8000000
3364,You Got Served,Chris Stokes,Drama|Music,3.5,8000000
3365,Escape from Alcatraz,Don Siegel,Biography|Crime|Drama,7.6,8000000
3366,Brown Sugar,Rick Famuyiwa,Comedy|Drama|Music|Romance,6.5,8000000
3367,A Thin Line Between Love and Hate,Martin Lawrence,Comedy|Crime|Drama|Romance|Thriller,5.6,8000000
3368,50/50,Jonathan Levine,Comedy|Drama|Romance,7.7,8000000
3369,Shutter,Masayuki Ochiai,Horror|Mystery|Thriller,5.2,8000000
3371,That Awkward Moment,Tom Gormican,Comedy|Romance,6.1,8000000
3374,Much Ado About Nothing,Kenneth Branagh,Comedy|Drama|Romance,7.4,8000000
3375,On Her Majesty's Secret Service,Peter R. Hunt,Action|Adventure|Thriller,6.8,7000000
3377,New Nightmare,Wes Craven,Fantasy|Horror|Mystery|Thriller,6.4,8000000
3378,Drive Me Crazy,John Schultz,Comedy|Drama|Romance,5.7,8000000
3380,Half Baked,Tamra Davis,Comedy|Crime,6.7,8000000
3381,New in Town,Jonas Elmer,Comedy|Romance,5.6,8000000
3382,Syriana,Stephen Gaghan,Drama|Thriller,7,50000000
3383,American Psycho,Mary Harron,Crime|Drama,7.6,7000000
3384,The Good Girl,Miguel Arteta,Drama|Romance,6.5,5000000
3386,The Boondock Saints II: All Saints Day,Troy Duffy,Action|Crime|Thriller,6.3,8000000
3388,Enough Said,Nicole Holofcener,Comedy|Drama|Romance,7.1,8000000
3389,Easy A,Will Gluck,Comedy|Romance,7.1,8000000
3391,Shadow of the Vampire,E. Elias Merhige,Drama|Horror,6.9,8000000
3392,Prom,Joe Nussbaum,Comedy|Drama,5.4,8000000
3394,Held Up,Steve Rash,Comedy,5.1,8000000
3395,Woman on Top,Fina Torres,Comedy|Fantasy|Romance,5.3,8000000
3398,Anomalisa,Duke Johnson,Animation|Comedy|Drama|Romance,7.3,8000000
3399,Another Year,Mike Leigh,Comedy|Drama,7.3,10000000
3400,8 Women,François Ozon,Comedy|Crime|Musical|Romance,7.1,8000000
3401,Showdown in Little Tokyo,Mark L. Lester,Action|Comedy|Crime|Thriller,6,8000000
3402,Clay Pigeons,David Dobkin,Comedy|Crime,6.6,8000000
3403,It's Kind of a Funny Story,Anna Boden,Comedy|Drama|Romance,7.2,8000000
3404,Made in Dagenham,Nigel Cole,Biography|Comedy|Drama|History,7.2,7200000
3405,When Did You Last See Your Father?,Anand Tucker,Biography|Drama,6.9,8000000
3406,Prefontaine,Steve James,Biography|Drama|Romance|Sport,6.8,8000000
3408,The Secret of Kells,Tomm Moore,Adventure|Animation|Family|Fantasy,7.7,6500000
3409,Begin Again,John Carney,Drama|Music,7.4,8000000
3410,Down in the Valley,David Jacobson,Drama|Romance|Thriller,6.5,8000000
3411,Brooklyn Rules,Michael Corrente,Crime|Drama,6.4,8000000
3413,The Singing Detective,Keith Gordon,Comedy|Crime|Musical|Mystery,5.6,8000000
3415,Fido,Andrew Currie,Comedy|Drama|Horror|Sci-Fi,6.8,8000000
3416,The Wendell Baker Story,Andrew Wilson,Comedy|Drama|Romance,5.5,8000000
3417,Wild Target,Jonathan Lynn,Action|Comedy|Crime,6.9,8000000
3418,Pathology,Marc Schölermann,Crime|Horror|Thriller,6,8000000
3420,10th & Wolf,Robert Moresco,Crime|Drama|Thriller,6.4,8000000
3421,Dear Wendy,Thomas Vinterberg,Comedy|Crime|Drama|Romance,6.6,50000000
3422,Aloft,Claudia Llosa,Drama,5.3,8000000
3423,Akira,Katsuhiro Ôtomo,Action|Animation|Sci-Fi,8.1,1100000000
3428,Imagine Me & You,Ol Parker,Comedy|Drama|Romance,6.9,7900000
3432,The Blood of Heroes,David Webb Peoples,Action|Sci-Fi|Sport,6.5,10000000
3434,Driving Miss Daisy,Bruce Beresford,Comedy|Drama|Family,7.4,7500000
3435,Soul Food,George Tillman Jr.,Comedy|Drama,6.9,7500000
3436,Rumble in the Bronx,Stanley Tong,Action|Comedy,6.7,7500000
3438,Thank You for Smoking,Jason Reitman,Comedy|Drama,7.6,6500000
3439,Hostel: Part II,Eli Roth,Horror,5.4,10000000
3440,An Education,Lone Scherfig,Drama,7.3,4500000
3442,The Hotel New Hampshire,Tony Richardson,Comedy|Drama|Romance,6,7500000
3443,Narc,Joe Carnahan,Crime|Drama|Mystery|Thriller,7.2,7500000
3444,Men with Brooms,Paul Gross,Comedy|Drama|Romance|Sport,6,7500000
3445,Witless Protection,Charles Robert Carner,Comedy|Crime,3.1,7500000
3446,The Work and the Glory,Russell Holt,Drama|Romance,6.9,7500000
3447,Extract,Mike Judge,Comedy|Crime|Romance,6.2,8000000
3449,Alias Betty,Claude Miller,Comedy|Crime|Drama|Romance|Thriller,6.9,50000000
3450,Code 46,Michael Winterbottom,Drama|Romance|Sci-Fi|Thriller,6.3,7500000
3452,Crash,Paul Haggis,Crime|Drama|Thriller,7.9,6500000
3453,Albert Nobbs,Rodrigo García,Drama,6.7,8000000
3455,Ta Ra Rum Pum,Siddharth Anand,Comedy|Family|Romance,5.4,6000000
3456,Persepolis,Vincent Paronnaud,Animation|Biography|Drama|War,8,7300000
3459,The Neon Demon,Nicolas Winding Refn,Horror|Thriller,7,7000000
3460,Harry Brown,Daniel Barber,Action|Crime|Drama|Thriller,7.2,7300000
3461,Spider-Man 3,Sam Raimi,Action|Adventure|Romance,6.2,258000000
3462,The Omega Code,Robert Marcarelli,Action|Adventure|Fantasy|Sci-Fi|Thriller,3.5,7500000
3463,Juno,Jason Reitman,Comedy|Drama|Romance,7.5,7500000
3465,Diamonds Are Forever,Guy Hamilton,Action|Adventure|Thriller,6.7,7200000
3466,The Godfather,Francis Ford Coppola,Crime|Drama,9.2,6000000
3467,Flashdance,Adrian Lyne,Drama|Music|Romance,6.1,4000000
3468,500 Days of Summer,Marc Webb,Comedy|Drama|Romance,7.7,7500000
3469,The Piano,Jane Campion,Drama|Music|Romance,7.6,7000000
3470,Magic Mike,Steven Soderbergh,Comedy|Drama,6.1,7000000
3471,Darkness Falls,Jonathan Liebesman,Horror|Mystery|Thriller,4.9,11000000
3472,Live and Let Die,Guy Hamilton,Action|Adventure|Thriller,6.8,7000000
3473,My Dog Skip,Jay Russell,Drama|Family|Sport,7,5000000
3475,Jumping the Broom,Salim Akil,Comedy|Drama,5.7,6600000
3476,The Great Gatsby,Baz Luhrmann,Drama|Romance,7.3,105000000
3477,"Good Night, and Good Luck.",George Clooney,Biography|Drama|History,7.5,7500000
3478,Capote,Bennett Miller,Biography|Crime|Drama,7.4,7000000
3479,Desperado,Robert Rodriguez,Action|Crime|Thriller,7.2,7000000
3480,The Claim,Michael Winterbottom,Drama|Romance|Western,6.5,20000000
3482,Logan's Run,Michael Anderson,Action|Adventure|Sci-Fi,6.8,9000000
3483,The Man with the Golden Gun,Guy Hamilton,Action|Adventure|Thriller,6.8,13000000
3484,Action Jackson,Craig R. Baxley,Action|Comedy|Crime|Thriller,5.2,7000000
3485,The Descent,Neil Marshall,Adventure|Horror|Thriller,7.2,3500000
3487,Devil's Due,Matt Bettinelli-Olpin,Horror|Mystery,4,7000000
3488,Flirting with Disaster,David O. Russell,Comedy,6.8,7000000
3489,The Devil's Rejects,Rob Zombie,Crime|Horror,6.9,7000000
3491,Dope,Rick Famuyiwa,Comedy|Crime|Drama,7.3,7000000
3492,In Too Deep,Michael Rymer,Crime|Drama|Thriller,6.1,7000000
3493,Skyfall,Sam Mendes,Action|Adventure|Thriller,7.8,200000000
3494,House of 1000 Corpses,Rob Zombie,Horror,6,7000000
3496,A Serious Man,Ethan Coen,Comedy|Drama,7,7000000
3497,Get Low,Aaron Schneider,Drama|Mystery,7.1,7500000
3498,Warlock,Steve Miner,Action|Fantasy|Horror|Thriller,6.2,7000000
3499,Beyond the Lights,Gina Prince-Bythewood,Drama|Music,6.9,7000000
3500,A Single Man,Tom Ford,Drama|Romance,7.6,7000000
3501,The Last Temptation of Christ,Martin Scorsese,Drama,7.6,7000000
3502,Outside Providence,Michael Corrente,Comedy|Drama|Romance,6.4,7000000
3503,Bride & Prejudice,Gurinder Chadha,Comedy|Drama|Musical|Romance,6.2,7000000
3504,Rabbit-Proof Fence,Phillip Noyce,Adventure|Biography|Drama|History,7.5,6000000
3505,Who's Your Caddy?,Don Michael Paul,Comedy|Sport,2,7000000
3506,Split Second,Tony Maylam,Action|Crime|Horror|Sci-Fi|Thriller,6.2,7000000
3508,The Other Side of Heaven,Mitch Davis,Adventure|Biography|Drama,6.5,7000000
3510,Veer-Zaara,Yash Chopra,Drama|Musical|Romance,7.9,7000000
3511,Redbelt,David Mamet,Drama|Sport,6.8,7000000
3512,Cyrus,Jay Duplass,Comedy|Drama|Romance,6.3,7000000
3513,A Dog of Flanders,Kevin Brodie,Drama|Family,6.3,7000000
3514,Auto Focus,Paul Schrader,Biography|Crime|Drama,6.6,7000000
3515,Factory Girl,George Hickenlooper,Biography|Drama,6.4,7000000
3516,We Need to Talk About Kevin,Lynne Ramsay,Drama|Thriller,7.5,7000000
3518,The Mighty Macs,Tim Chambers,Drama|Sport,6.5,7000000
3520,Mother and Child,Rodrigo García,Drama|Romance,7.2,4825000
3521,March or Die,Dick Richards,Adventure|Drama|Romance|War,6.3,9000000
3522,Les visiteurs,Jean-Marie Poiré,Comedy|Fantasy|Sci-Fi,7,50000000
3523,Somewhere,Sofia Coppola,Comedy|Drama,6.3,7000000
3525,Chairman of the Board,Alex Zamm,Comedy,2.3,10000000
3526,Hesher,Spencer Susser,Drama,7.1,7000000
3528,Gerry,Gus Van Sant,Adventure|Drama|Mystery,6.2,3500000
3529,The Heart of Me,Thaddeus O'Sullivan,Drama|Romance,6.7,7000000
3530,Freeheld,Peter Sollett,Biography|Drama|Romance,6.5,7000000
3531,The Extra Man,Shari Springer Berman,Comedy,5.9,7000000
3533,Ca$h,Stephen Milburn Anderson,Comedy|Crime|Thriller,6,7000000
3534,Wah-Wah,Richard E. Grant,Drama,6.9,7000000
3540,Pale Rider,Clint Eastwood,Western,7.3,6900000
3542,Dazed and Confused,Richard Linklater,Comedy,7.7,6900000
3546,Aimee & Jaguar,Max Färberböck,Biography|Drama|Romance|War,7.3,15000000
3547,The Chumscrubber,Arie Posin,Comedy|Drama,7,6800000
3548,Shade,Damian Nieman,Crime|Thriller,6.4,6800000
3549,House at the End of the Street,Mark Tonderai,Drama|Horror|Thriller,5.6,6900000
3550,Incendies,Denis Villeneuve,Drama|Mystery|War,8.2,6800000
3551,"Remember Me, My Love",Gabriele Muccino,Comedy|Drama|Romance,6.5,5000000
3553,Elite Squad,José Padilha,Action|Crime|Drama|Thriller,8.1,4000000
3554,Annabelle,John R. Leonetti,Horror|Mystery,5.4,6500000
3555,Bran Nue Dae,Rachel Perkins,Comedy|Drama|Musical,6.3,6500000
3556,Boyz n the Hood,John Singleton,Crime|Drama,7.8,6000000
3557,La Bamba,Luis Valdez,Biography|Drama|Music,6.8,6500000
3559,Dressed to Kill,Brian De Palma,Mystery|Romance|Thriller,7.1,6500000
3560,The Adventures of Huck Finn,Stephen Sommers,Adventure|Comedy|Drama|Family,6.2,6500000
3561,Go,Doug Liman,Comedy|Crime,7.3,6500000
3562,Friends with Money,Nicole Holofcener,Comedy|Drama|Romance,5.9,6500000
3564,Bats,Louis Morneau,Horror|Sci-Fi|Thriller,3.6,6500000
3565,Nowhere in Africa,Caroline Link,Biography|Drama,7.7,7000000
3566,Shame,Steve McQueen,Drama,7.3,6500000
3567,Layer Cake,Matthew Vaughn,Crime|Drama|Thriller,7.4,4000000
3568,The Work and the Glory II: American Zion,Sterling Van Wagenen,Drama|Western,6.6,6500000
3569,The East,Zal Batmanglij,Drama|Thriller,6.9,6500000
3570,A Home at the End of the World,Michael Mayer,Drama|Romance,6.8,6500000
3571,Aberdeen,Hans Petter Moland,Drama,7.3,6500000
3572,The Messenger,Oren Moverman,Drama|Romance|War,7.2,6500000
3574,Control,Anton Corbijn,Biography|Drama|Music,7.7,4500000
3575,The Terminator,James Cameron,Action|Sci-Fi,8.1,6500000
3576,Good Bye Lenin!,Wolfgang Becker,Drama|Romance,7.7,4800000
3577,The Damned United,Tom Hooper,Biography|Drama|Sport,7.6,10000000
3580,Mallrats,Kevin Smith,Comedy|Romance,7.2,6000000
